SquareFeet,NumBedrooms,NumBathrooms,Garage,Age,Location_Rural,Location_Suburban,Location_Urban
2918.3762236991315,5,3,1,13,0.0,1.0,0.0
1026.8015739242264,4,2,0,32,1.0,0.0,0.0
3727.678441395904,3,2,0,26,0.0,1.0,0.0
4470.8736578330245,2,3,1,52,0.0,0.0,1.0
4115.6641867318185,1,1,0,32,1.0,0.0,0.0
2827.7107539872422,3,2,0,43,0.0,1.0,0.0
3124.0859859481257,4,2,0,71,0.0,0.0,1.0
4510.14401164132,4,2,0,76,1.0,0.0,0.0
2423.703595642768,3,2,1,11,1.0,0.0,0.0
2148.2887379293497,1,3,0,64,0.0,0.0,1.0
2055.2907600535527,3,3,1,40,0.0,1.0,0.0
2078.203169532696,2,2,0,66,0.0,0.0,1.0
4262.529664432619,5,2,1,56,0.0,1.0,0.0
1418.2897484597029,5,1,0,97,0.0,1.0,0.0
3627.365599046642,4,3,1,37,0.0,0.0,1.0
1041.7016727749024,2,2,0,64,1.0,0.0,0.0
4275.041389006703,1,2,0,26,0.0,1.0,0.0
3911.181894550474,2,3,1,21,1.0,0.0,0.0
4699.368126720582,3,2,0,69,0.0,1.0,0.0
3675.136381897211,4,2,0,71,0.0,0.0,1.0
3154.2547749789,2,1,0,24,0.0,0.0,1.0
3326.929686918698,3,3,0,7,0.0,1.0,0.0
1225.4957926430195,3,2,0,92,0.0,1.0,0.0
4938.863083173,1,2,0,80,0.0,1.0,0.0
2666.0486823589563,4,2,0,89,0.0,1.0,0.0
3640.957121740066,1,3,1,50,1.0,0.0,0.0
4410.072430154232,2,2,0,93,0.0,0.0,1.0
1626.093041740679,1,3,0,21,0.0,1.0,0.0
4582.594252746854,3,3,1,59,0.0,1.0,0.0
1377.3883995513015,5,1,0,30,0.0,1.0,0.0
3288.152018569283,4,1,0,68,0.0,1.0,0.0
2492.121658853461,2,1,1,76,0.0,1.0,0.0
4949.940704618945,5,2,0,32,0.0,1.0,0.0
3046.016996784484,1,2,1,26,0.0,0.0,1.0
3117.81491339534,4,1,1,80,1.0,0.0,0.0
3605.2109978425233,4,3,1,98,0.0,1.0,0.0
758.2632965972309,1,2,1,69,0.0,0.0,1.0
4418.58727552151,2,2,1,2,0.0,0.0,1.0
1322.770009409677,2,3,0,22,1.0,0.0,0.0
4725.804643308033,1,3,0,64,0.0,0.0,1.0
2931.3473304267486,5,3,1,23,1.0,0.0,0.0
4766.239768338006,3,2,1,28,1.0,0.0,0.0
985.51142146987,2,1,0,11,0.0,1.0,0.0
3230.1019543904863,4,3,1,35,1.0,0.0,0.0
3602.870379642025,4,3,1,9,0.0,1.0,0.0
1878.0766035278016,1,2,0,68,1.0,0.0,0.0
1171.6226138366326,3,2,1,47,0.0,0.0,1.0
2267.775844166311,1,3,0,21,0.0,1.0,0.0
4736.634068777295,5,3,0,33,1.0,0.0,0.0
4117.165453370511,4,3,0,33,0.0,1.0,0.0
3055.884337922362,5,3,0,44,0.0,1.0,0.0
3804.645544214983,4,3,0,35,0.0,1.0,0.0
2962.0743915600524,1,2,0,25,0.0,1.0,0.0
4769.557239613631,5,3,1,34,0.0,1.0,0.0
2918.7218915295557,2,2,0,10,1.0,0.0,0.0
2890.262876004644,1,3,1,94,1.0,0.0,0.0
4793.229622664251,3,2,1,55,1.0,0.0,0.0
754.8150081990111,1,3,1,30,1.0,0.0,0.0
796.5147426438772,2,3,1,53,0.0,0.0,1.0
3878.4634214497514,4,1,0,5,1.0,0.0,0.0
1126.724326985243,4,2,1,49,0.0,1.0,0.0
615.6034019123367,1,2,1,30,1.0,0.0,0.0
1439.972258023237,1,2,0,25,0.0,1.0,0.0
4507.963049578291,2,3,1,36,1.0,0.0,0.0
2279.700842826066,2,1,1,87,0.0,0.0,1.0
1617.6931716641009,4,1,1,17,1.0,0.0,0.0
1232.5594514280322,2,3,0,33,1.0,0.0,0.0
4623.892450394298,5,1,1,38,1.0,0.0,0.0
1601.3528583661728,1,3,1,29,1.0,0.0,0.0
2521.0553626861283,2,3,1,39,0.0,1.0,0.0
1372.0510851050967,5,1,0,31,0.0,1.0,0.0
4694.602619292274,2,3,1,94,1.0,0.0,0.0
1072.315351475991,2,2,0,42,1.0,0.0,0.0
1405.2885452999576,5,2,0,7,0.0,1.0,0.0
1025.9544226592257,3,1,1,55,1.0,0.0,0.0
2608.0755668918896,3,1,1,19,0.0,0.0,1.0
1753.656525643814,3,1,0,52,1.0,0.0,0.0
1884.4478931035144,1,2,0,71,0.0,1.0,0.0
3068.838614949407,4,1,1,87,0.0,1.0,0.0
2647.1586919507217,5,3,0,74,1.0,0.0,0.0
1730.635319187409,3,1,0,2,1.0,0.0,0.0
967.277237499174,2,1,1,76,0.0,0.0,1.0
3408.8331885264006,2,3,1,71,0.0,0.0,1.0
4486.8998670628425,3,3,1,20,0.0,0.0,1.0
2085.389978941302,3,1,1,33,0.0,1.0,0.0
2349.6281141301715,2,3,1,44,1.0,0.0,0.0
3100.5100071233974,4,1,1,2,0.0,1.0,0.0
1708.5297535413915,5,2,1,5,0.0,0.0,1.0
2034.7985797261636,3,1,1,37,1.0,0.0,0.0
1184.469274500228,5,2,1,60,1.0,0.0,0.0
2972.882911527576,5,2,0,92,1.0,0.0,0.0
3168.278831457173,5,1,1,38,0.0,0.0,1.0
2405.111123078537,4,2,1,90,0.0,0.0,1.0
2801.6039301917785,2,1,0,10,0.0,0.0,1.0
4127.905759068776,2,3,1,69,0.0,1.0,0.0
1801.3435083317745,5,3,0,90,0.0,1.0,0.0
4878.024752244627,4,1,1,59,0.0,1.0,0.0
1363.402961234343,4,3,0,45,1.0,0.0,0.0
3973.262158535495,3,3,1,53,0.0,1.0,0.0
3512.6912983918555,3,3,0,66,1.0,0.0,0.0
992.6706473104728,5,2,0,32,0.0,0.0,1.0
1075.3238164706015,2,2,0,16,0.0,0.0,1.0
2890.823082579194,2,1,1,27,1.0,0.0,0.0
4591.4909263770205,5,3,1,13,0.0,1.0,0.0
3920.0249523294433,1,3,0,35,1.0,0.0,0.0
2120.269558688268,5,1,0,81,1.0,0.0,0.0
4660.888060078865,5,3,0,56,0.0,1.0,0.0
1088.2279561539078,2,2,1,55,1.0,0.0,0.0
1054.6135615964815,4,3,0,52,0.0,1.0,0.0
548.0155715277324,5,3,0,27,0.0,1.0,0.0
4930.591533692509,3,1,0,60,0.0,1.0,0.0
4334.217871121118,4,2,0,85,0.0,0.0,1.0
4036.138179099575,5,3,1,89,0.0,1.0,0.0
2261.865641800232,5,1,1,21,0.0,1.0,0.0
3849.656919367958,3,1,1,43,0.0,0.0,1.0
965.637786409631,5,3,1,51,1.0,0.0,0.0
3417.338872844607,1,3,1,32,1.0,0.0,0.0
1257.064605988213,1,1,1,77,0.0,1.0,0.0
4324.889171662979,1,3,0,29,0.0,0.0,1.0
4558.622485270473,4,1,0,16,0.0,1.0,0.0
3123.5839134986136,1,3,0,86,0.0,0.0,1.0
3124.635765406505,3,1,0,71,0.0,1.0,0.0
891.4404196013456,4,1,0,67,0.0,1.0,0.0
4389.949610907639,5,3,0,36,0.0,0.0,1.0
4025.2424899812727,2,2,1,9,0.0,0.0,1.0
4255.573056150324,3,3,1,53,0.0,0.0,1.0
3597.822583214616,4,2,1,84,1.0,0.0,0.0
4423.026049664908,3,1,0,1,0.0,0.0,1.0
2097.483376243718,1,1,0,12,1.0,0.0,0.0
4527.883277448416,4,2,1,69,0.0,1.0,0.0
2154.6882865739444,1,2,1,60,1.0,0.0,0.0
3197.5751284642247,2,3,1,54,1.0,0.0,0.0
4876.557060423816,4,3,0,86,0.0,1.0,0.0
518.8434963258104,4,3,0,69,0.0,1.0,0.0
589.8781966011265,3,2,0,49,0.0,0.0,1.0
3927.8421791128217,2,1,1,22,0.0,0.0,1.0
1450.0667415111684,5,1,1,24,0.0,1.0,0.0
2104.515145295999,5,3,0,73,0.0,1.0,0.0
4550.104055291051,3,2,1,2,0.0,0.0,1.0
4739.26198769868,2,2,1,67,0.0,1.0,0.0
2785.538372015214,2,3,1,0,0.0,0.0,1.0
2047.809589509585,2,1,1,4,1.0,0.0,0.0
2025.364667777696,5,3,0,79,0.0,1.0,0.0
3608.977894478703,3,3,0,83,1.0,0.0,0.0
4336.424333851852,4,2,0,29,0.0,1.0,0.0
2690.0102364111626,4,1,1,71,0.0,1.0,0.0
3481.350279592919,5,2,1,72,1.0,0.0,0.0
1685.1362854913566,3,2,1,23,0.0,1.0,0.0
4579.124499340462,4,3,1,20,1.0,0.0,0.0
1045.6920201161151,5,2,1,52,1.0,0.0,0.0
2281.7175178817743,5,3,1,64,0.0,1.0,0.0
2959.143624614194,2,1,1,20,0.0,1.0,0.0
2970.0933423803226,3,2,0,41,1.0,0.0,0.0
3659.4835435120663,5,2,1,74,0.0,1.0,0.0
1738.7969605333708,3,2,0,22,0.0,1.0,0.0
1286.5402177032108,4,1,1,64,0.0,1.0,0.0
1110.4766022217,2,3,0,68,0.0,1.0,0.0
1321.813086138955,1,1,1,68,0.0,1.0,0.0
3219.369889196655,3,3,1,78,0.0,0.0,1.0
2494.9414434771443,3,2,0,50,1.0,0.0,0.0
544.2239865640453,3,1,0,31,0.0,1.0,0.0
2153.258279136817,4,1,0,66,1.0,0.0,0.0
4248.021176992533,5,1,0,30,1.0,0.0,0.0
2677.086034622584,3,3,1,73,0.0,1.0,0.0
3106.084118157721,1,3,0,92,0.0,0.0,1.0
4523.411161660304,5,3,1,27,0.0,0.0,1.0
2469.99772350306,5,3,0,99,0.0,0.0,1.0
4777.67284669006,1,2,0,57,1.0,0.0,0.0
958.0211267918168,3,3,1,67,0.0,1.0,0.0
2349.594838694956,2,2,0,90,0.0,1.0,0.0
1161.1486561269685,3,3,0,72,0.0,1.0,0.0
2208.881853136929,1,1,0,68,0.0,1.0,0.0
2293.259129617912,3,2,0,95,0.0,0.0,1.0
4809.114567877178,2,1,0,92,0.0,0.0,1.0
4920.703776088729,3,2,1,14,0.0,1.0,0.0
1146.5943133289577,5,1,1,18,0.0,0.0,1.0
994.3840118335232,5,1,0,70,0.0,0.0,1.0
2687.258938562064,5,3,0,29,0.0,1.0,0.0
4279.110285360277,3,3,1,5,0.0,1.0,0.0
2174.75160726881,5,3,1,63,0.0,0.0,1.0
1680.872367632965,5,1,0,7,0.0,0.0,1.0
4239.151208698328,5,1,1,14,1.0,0.0,0.0
3532.973936655787,1,1,1,12,1.0,0.0,0.0
4217.9781909884905,3,2,0,85,1.0,0.0,0.0
2101.8099806178825,5,3,0,35,0.0,0.0,1.0
4431.283379317469,2,3,0,45,0.0,0.0,1.0
734.2062744025915,3,3,1,91,0.0,1.0,0.0
4276.159736318386,3,1,1,70,0.0,0.0,1.0
1054.933209838815,3,1,1,26,0.0,1.0,0.0
4358.887734883657,5,3,0,13,1.0,0.0,0.0
4775.278851728622,2,1,0,37,1.0,0.0,0.0
867.9156437699236,1,3,1,97,0.0,0.0,1.0
2793.767338796809,5,3,0,72,0.0,0.0,1.0
4764.587796789258,1,1,0,54,1.0,0.0,0.0
2546.329350352366,3,2,0,58,1.0,0.0,0.0
4550.374323574163,2,2,0,54,0.0,0.0,1.0
4341.334678375806,4,3,0,27,0.0,1.0,0.0
2230.749841904457,3,3,1,5,0.0,0.0,1.0
2458.680258454492,3,1,0,39,0.0,1.0,0.0
4650.004931696871,3,1,0,32,1.0,0.0,0.0
1049.4946130451206,3,2,0,43,0.0,1.0,0.0
4762.881046566329,2,1,0,34,0.0,1.0,0.0
1042.8614199527035,2,2,1,54,0.0,0.0,1.0
4009.329450020074,5,3,1,14,0.0,1.0,0.0
550.8614146506011,1,3,1,78,0.0,1.0,0.0
1239.217022551676,2,1,0,50,0.0,0.0,1.0
1172.9719335062505,1,3,1,24,1.0,0.0,0.0
4849.946685696513,1,3,0,70,0.0,1.0,0.0
2311.751472530732,2,3,1,68,0.0,0.0,1.0
2561.840990320517,5,2,0,91,0.0,0.0,1.0
4637.889610952224,1,2,0,48,0.0,1.0,0.0
4073.065026196832,3,2,1,14,0.0,0.0,1.0
4009.4399563593074,1,2,1,57,0.0,1.0,0.0
4555.21104720945,1,3,1,47,0.0,1.0,0.0
1662.0206596699234,4,1,1,11,0.0,1.0,0.0
3402.0784573921264,3,1,1,0,0.0,0.0,1.0
2716.8129693088663,2,2,1,61,0.0,1.0,0.0
2366.311111384972,1,2,1,18,1.0,0.0,0.0
3426.3363833307844,3,2,0,2,0.0,1.0,0.0
1548.0582739226677,1,3,1,61,1.0,0.0,0.0
1046.23222740093,2,3,1,30,0.0,1.0,0.0
4452.13610479556,2,3,1,58,0.0,0.0,1.0
625.2847306816383,5,1,0,37,1.0,0.0,0.0
2134.3510567230123,1,1,1,62,1.0,0.0,0.0
802.7807581468155,3,3,0,18,1.0,0.0,0.0
2372.72425882771,2,3,0,2,0.0,0.0,1.0
1992.2758209852527,2,3,0,42,0.0,0.0,1.0
2859.75621197411,2,1,1,61,1.0,0.0,0.0
1792.12081138059,2,3,1,13,1.0,0.0,0.0
4550.083888316472,2,2,0,28,0.0,0.0,1.0
4187.730584237235,3,3,0,59,0.0,1.0,0.0
4406.640144698775,5,2,0,3,0.0,0.0,1.0
3281.700804431536,4,1,0,6,1.0,0.0,0.0
3369.5971110317096,3,2,1,13,0.0,1.0,0.0
523.9588575697892,1,2,1,52,0.0,1.0,0.0
1450.437163645783,1,2,0,98,1.0,0.0,0.0
2196.4377527907877,2,3,1,47,1.0,0.0,0.0
3797.145727656262,2,1,1,70,1.0,0.0,0.0
2807.0047668038737,2,3,0,76,0.0,0.0,1.0
1723.7737675788394,4,1,1,34,0.0,0.0,1.0
4705.44746321982,3,1,0,28,0.0,1.0,0.0
1681.8512556473313,4,3,1,11,0.0,0.0,1.0
3464.525150198228,1,1,1,8,0.0,1.0,0.0
3574.0142857537094,4,1,1,16,1.0,0.0,0.0
681.2848345009932,2,2,0,1,0.0,0.0,1.0
3897.196429032727,5,2,0,23,1.0,0.0,0.0
719.126817799684,5,2,1,91,1.0,0.0,0.0
3018.9005763727214,5,3,1,31,1.0,0.0,0.0
2489.1503941900555,1,1,1,39,0.0,0.0,1.0
2352.944937130288,2,1,0,11,0.0,1.0,0.0
2504.8301652192254,1,2,0,30,0.0,1.0,0.0
3340.123816987683,5,3,1,39,1.0,0.0,0.0
4261.216675597322,2,3,1,66,0.0,0.0,1.0
1437.419255038331,4,1,0,57,1.0,0.0,0.0
1572.5174478259862,2,3,1,75,0.0,0.0,1.0
4731.786652754949,4,2,0,88,0.0,1.0,0.0
3163.135584484967,2,1,0,17,1.0,0.0,0.0
1268.0484588600516,3,3,1,73,1.0,0.0,0.0
1223.636231378744,4,2,1,25,0.0,1.0,0.0
3684.7460762038736,2,1,0,58,1.0,0.0,0.0
1768.715979537913,1,2,0,37,0.0,1.0,0.0
2161.7634659699347,3,3,0,9,1.0,0.0,0.0
4119.684863619653,1,2,1,47,1.0,0.0,0.0
669.0480329479126,2,3,0,35,1.0,0.0,0.0
4162.866212777084,3,1,1,12,0.0,0.0,1.0
3122.215022051067,1,2,0,90,0.0,0.0,1.0
3666.4603672101066,5,2,0,21,0.0,0.0,1.0
2977.972066564539,4,3,0,31,0.0,1.0,0.0
3959.438813245222,4,1,1,7,1.0,0.0,0.0
1233.0619451482733,5,3,1,30,0.0,1.0,0.0
3626.693284422743,2,1,1,63,1.0,0.0,0.0
2289.174790832574,3,1,1,66,0.0,0.0,1.0
2014.026583178796,5,1,1,37,0.0,1.0,0.0
1460.9186504777813,4,2,0,35,1.0,0.0,0.0
1447.2812284940433,4,1,1,35,1.0,0.0,0.0
4159.139020167764,1,1,0,41,0.0,0.0,1.0
1409.0705078112048,4,2,0,22,0.0,1.0,0.0
3178.0925370755667,5,3,0,99,0.0,1.0,0.0
4505.993017495503,2,2,0,2,1.0,0.0,0.0
1748.5910587622932,1,1,1,19,0.0,1.0,0.0
3055.753537486833,5,2,1,89,1.0,0.0,0.0
3432.5590769529213,5,2,0,67,1.0,0.0,0.0
1227.5214630663286,4,3,0,78,1.0,0.0,0.0
1452.8563792358875,2,2,1,98,1.0,0.0,0.0
3390.4648665735235,3,3,0,58,1.0,0.0,0.0
2764.1131636103946,2,3,1,6,0.0,0.0,1.0
654.9408885799155,1,2,1,84,0.0,0.0,1.0
2749.815463841548,2,1,0,30,0.0,1.0,0.0
3544.10571751863,4,2,0,29,0.0,1.0,0.0
1398.0722715317245,2,1,0,99,0.0,1.0,0.0
2269.9430167333494,3,3,0,40,1.0,0.0,0.0
2077.6440146296864,3,1,0,18,1.0,0.0,0.0
3175.1435083377787,4,3,0,19,0.0,1.0,0.0
2482.9919754093207,5,1,0,40,0.0,0.0,1.0
4266.68506359323,1,3,1,38,1.0,0.0,0.0
2225.665051587692,1,3,0,60,1.0,0.0,0.0
1418.394475200921,1,1,1,78,0.0,1.0,0.0
1837.5701346887772,5,1,1,63,1.0,0.0,0.0
3110.38793527015,5,2,0,53,0.0,0.0,1.0
3527.922508691359,5,3,0,44,1.0,0.0,0.0
4390.965148361631,1,2,0,6,1.0,0.0,0.0
2004.991372031468,4,2,0,29,0.0,1.0,0.0
3503.36988740224,3,2,1,43,1.0,0.0,0.0
520.8441035207129,4,2,0,85,1.0,0.0,0.0
4667.86843886582,1,2,1,18,1.0,0.0,0.0
2694.50180879569,4,1,0,80,0.0,0.0,1.0
838.7542249325313,1,1,1,5,1.0,0.0,0.0
3304.8415707240106,5,2,0,2,0.0,0.0,1.0
1486.4629431111994,2,3,1,37,1.0,0.0,0.0
2332.281823694939,1,3,0,86,1.0,0.0,0.0
1998.5086087618904,3,3,0,96,0.0,0.0,1.0
2535.9778225971204,2,3,0,95,1.0,0.0,0.0
1492.007019104385,2,2,0,72,0.0,1.0,0.0
2412.510863554389,4,1,1,97,1.0,0.0,0.0
3539.552204013915,4,1,0,28,0.0,1.0,0.0
527.827201884035,5,2,0,14,0.0,1.0,0.0
2665.065613175805,2,3,1,70,0.0,0.0,1.0
3689.351139843394,1,1,1,34,1.0,0.0,0.0
962.7916647086452,5,3,1,86,1.0,0.0,0.0
3850.7165555152105,1,3,0,92,0.0,1.0,0.0
803.7614600771988,1,3,0,99,0.0,1.0,0.0
2967.886233471032,3,1,0,62,0.0,1.0,0.0
1691.6734480024347,4,3,1,55,0.0,0.0,1.0
2794.932856910737,5,2,1,90,0.0,0.0,1.0
4253.738486937986,1,1,1,67,0.0,0.0,1.0
2045.240159799399,2,2,0,81,0.0,0.0,1.0
2563.353539968508,1,3,1,9,0.0,1.0,0.0
3309.0709816129643,4,3,1,51,0.0,1.0,0.0
1080.8206111889665,3,2,1,29,0.0,1.0,0.0
2434.6898482556667,1,2,0,81,0.0,0.0,1.0
2842.447267871863,2,1,0,32,1.0,0.0,0.0
2996.630412232766,3,2,0,76,1.0,0.0,0.0
1203.4914727677738,2,1,0,82,0.0,0.0,1.0
4770.1229818492175,5,2,1,42,1.0,0.0,0.0
1235.1504127928908,2,3,0,97,1.0,0.0,0.0
4436.361830700386,5,1,1,98,1.0,0.0,0.0
3607.768905739864,1,1,1,22,0.0,0.0,1.0
3165.8350309678294,4,1,1,69,0.0,1.0,0.0
3214.4996104608367,3,1,0,89,0.0,0.0,1.0
716.6427619025906,5,2,1,88,0.0,0.0,1.0
2620.7922532917405,1,3,0,26,0.0,1.0,0.0
3840.6647169040175,1,2,1,28,0.0,1.0,0.0
2641.578473629403,5,2,1,38,1.0,0.0,0.0
952.3866141132615,1,3,0,29,1.0,0.0,0.0
1792.4954414231786,2,1,0,61,0.0,0.0,1.0
3139.7380842896337,5,1,0,5,0.0,0.0,1.0
2804.418762346764,4,2,0,64,0.0,1.0,0.0
3646.908145198867,5,2,0,81,0.0,0.0,1.0
3455.510471259324,2,1,0,27,1.0,0.0,0.0
4274.84237856831,1,1,1,70,1.0,0.0,0.0
4538.2357285867165,5,2,0,44,0.0,1.0,0.0
886.0742820477026,4,1,0,50,0.0,0.0,1.0
2391.1232081339385,4,1,0,8,0.0,1.0,0.0
1811.12482776985,3,3,0,37,1.0,0.0,0.0
2018.054960460917,5,3,0,13,0.0,1.0,0.0
3120.901961932609,3,1,0,86,0.0,0.0,1.0
4113.70486104146,3,3,0,3,0.0,0.0,1.0
665.2082456737999,5,1,1,59,0.0,0.0,1.0
1600.7732332351973,4,3,0,26,0.0,1.0,0.0
4046.5352297534855,2,2,0,95,0.0,1.0,0.0
3516.9545020861287,3,2,0,69,1.0,0.0,0.0
2329.864370982367,3,2,1,86,0.0,0.0,1.0
3726.7157241819714,2,2,1,53,0.0,1.0,0.0
2742.654977327659,2,3,0,72,0.0,1.0,0.0
2841.456317861236,4,1,1,21,0.0,1.0,0.0
1970.576176359998,4,2,1,8,0.0,0.0,1.0
877.5408228300919,2,2,0,25,1.0,0.0,0.0
3509.389645024162,5,3,0,94,0.0,1.0,0.0
4267.038325237934,5,2,1,94,0.0,1.0,0.0
2942.132374212118,4,2,0,61,1.0,0.0,0.0
4903.364607751132,4,2,1,21,0.0,1.0,0.0
3863.842865359272,3,1,1,31,0.0,1.0,0.0
2527.4144258018423,2,1,0,31,0.0,0.0,1.0
817.5593633019344,1,3,0,8,0.0,1.0,0.0
4111.523366682326,5,2,0,66,1.0,0.0,0.0
3520.7187135310965,5,3,0,19,0.0,0.0,1.0
2936.0092221557024,5,1,1,58,0.0,1.0,0.0
2290.3956635784225,5,2,1,60,1.0,0.0,0.0
4723.014381846834,2,1,1,5,0.0,1.0,0.0
833.4744015869019,5,1,1,83,0.0,1.0,0.0
4756.66089814439,4,1,1,59,0.0,1.0,0.0
3672.784778924206,3,3,1,73,1.0,0.0,0.0
938.1510220604948,5,3,1,37,0.0,1.0,0.0
694.2196037775925,4,2,1,48,0.0,0.0,1.0
3807.166313277024,4,1,0,51,1.0,0.0,0.0
939.6827392404132,3,3,1,33,0.0,0.0,1.0
3084.2940879059497,2,2,0,63,0.0,0.0,1.0
1162.8636992553666,1,1,0,57,0.0,0.0,1.0
4378.035294560828,1,1,0,32,0.0,1.0,0.0
3101.3377213317426,4,3,1,86,0.0,0.0,1.0
1503.2750385098911,5,3,0,52,1.0,0.0,0.0
4204.729457060135,1,3,0,64,0.0,0.0,1.0
2191.8704986811263,3,2,1,51,1.0,0.0,0.0
3659.657432818232,1,1,0,72,0.0,0.0,1.0
2085.471744136427,2,1,0,74,0.0,0.0,1.0
3630.549484469025,3,1,1,45,0.0,1.0,0.0
3077.466245091256,5,3,1,22,0.0,0.0,1.0
3435.265007683008,4,1,0,6,0.0,0.0,1.0
3136.3345509492574,3,1,1,64,0.0,1.0,0.0
2424.9791018113806,5,3,0,49,0.0,1.0,0.0
