TransactionAmount,TransactionTime,CustomerAge,MerchantType_Entertainment,MerchantType_Food,MerchantType_Health,MerchantType_Retail,MerchantType_Utilities,CardType_Credit,CardType_Debit,TransactionLocation_Rural,TransactionLocation_Suburban,TransactionLocation_Urban
573.5760987332644,32308,47,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
426.6951167142785,77092,43,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
532.3787861844212,49285,22,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
746.9965644903616,24020,46,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
46.53957279072013,16937,33,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0
351.2763042779716,37403,21,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
605.4844290219978,10728,33,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
192.329800728098,45680,58,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0
934.3698100533228,46668,32,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
686.9919331124054,55313,48,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
286.3409730838935,6032,67,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0
218.6746617007351,28390,61,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
140.10612574647757,68079,69,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
760.6396672201952,61852,52,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
91.94527863049628,35344,43,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
383.4013163026375,63805,23,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0
128.0552711788784,76789,62,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0
477.9387732908733,169,78,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
361.85484291683593,50728,48,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
295.4066685156424,76433,66,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
532.4010445752386,24536,68,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
84.4172159819701,21330,62,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0
598.7591268134611,41205,48,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0
631.0046596880974,26379,78,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
984.8563577633722,44787,37,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
403.30101727356566,40857,45,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0
913.6644333912922,53821,62,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
31.32345172747126,49993,32,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
500.69773758726245,30359,40,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
830.3726814614163,72264,60,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
775.6341050779022,15688,75,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
762.5228496418391,82911,57,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0
151.0188318162246,42800,43,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
66.30079140682085,51312,56,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0
171.71669980267575,83512,23,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
499.396768871406,14323,69,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0
189.68131657609152,17821,24,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0
659.0026935848272,40244,78,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0
131.50374717580237,65781,63,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
374.1927197530415,13068,58,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
454.39271724310464,4753,26,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
447.8850942395216,65436,38,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0
398.8519846285494,64277,47,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
312.3993650133215,55904,19,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
607.9373070495369,34678,21,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
921.536278480314,58824,22,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
475.6956951566056,80225,36,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0
870.8826968869218,60282,40,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
851.5735327873507,35575,23,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
40.304197127841135,20977,42,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
592.9009856972286,60750,36,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0
775.4593043601569,44084,79,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
228.5219863671064,85159,53,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
398.39564748816906,83905,60,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
537.8795216612071,27729,35,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
117.94994941117824,60523,42,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
717.5446139898906,7073,64,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0
882.5339520389314,72392,39,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
803.6774494544637,30624,49,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
517.7517873851677,6259,38,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0
583.5470888804839,73410,50,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0
891.251970584373,46458,72,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
428.0621982326945,21652,38,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
366.92009982031567,34370,55,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
346.2745487318888,44484,78,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
351.36110363625846,44040,21,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0
836.2815855040415,70886,36,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
204.860324158054,70912,54,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0
695.2751629883544,28688,55,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0
121.25777135602829,47361,30,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
839.0591883594882,7425,73,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
758.2823805902053,50918,27,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
933.2597241319692,18631,38,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
705.8802767811808,43152,26,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
590.2445600453159,70270,51,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
628.5783904959509,79303,21,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
162.0600659667504,48821,45,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0
986.427604464406,47031,50,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
481.8628074836883,32602,51,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0
698.2924810262947,39732,71,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
869.0360794942395,24583,18,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
250.99265526643077,80978,79,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
907.3359241098016,64783,43,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
195.7802247003889,52776,78,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
619.9697481223808,3684,54,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
443.2510082654684,86257,52,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0
988.8868364254058,29738,77,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
566.2157732861554,26240,52,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0
582.1549107737656,3415,71,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0
690.3568415210401,27312,23,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0
58.33445184458528,637,51,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
870.9263751657751,22720,46,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0
183.6549420889483,62726,44,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
939.1286308143832,69537,41,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
540.7591073547381,888,41,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
948.1052285710374,69853,71,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
108.78353556631114,18261,68,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
607.082633874688,3255,50,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
689.8372242805295,70543,40,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
306.933005983172,78243,59,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
150.10022027173244,34961,37,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
393.44623740492096,15793,18,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
941.5327632685594,79139,79,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
804.0107306482533,84971,48,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
568.4063230187644,74000,22,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
734.6313108157262,80459,78,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
547.5805149263317,8678,23,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
948.8417071942264,16321,63,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0
537.9562599195613,32643,38,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
531.638358473031,35342,24,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
954.0969762314636,82762,49,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
57.56893182018048,59965,43,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
66.82627286694073,34341,60,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
751.0188795618446,65029,36,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
140.13280059072386,31661,74,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
26.66395522453876,59204,43,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
209.67384128115856,32486,76,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
890.7677970063805,20932,20,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
396.0935871073866,1119,34,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
249.1278841094304,58073,44,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0
163.62819821702314,38469,26,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
916.5041239875342,55175,33,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0
245.50033455729036,67759,30,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0
449.6742905163205,48339,28,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0
194.5953408933315,34208,71,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
932.2017814828848,74099,45,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
128.05400802767002,40888,44,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
201.97405705659057,49671,25,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0
117.7618818303481,38131,29,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
468.9927758499995,39713,75,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
279.31174869292664,81527,62,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
308.3474322689802,34563,44,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
571.2821725187684,81289,58,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
477.6692296130602,20497,76,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
274.2010408596048,9127,62,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
104.73554672481666,46741,59,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
646.7609678528609,36317,22,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
886.091770487951,55983,22,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
352.9565753249691,13188,27,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
411.617441336898,23021,67,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
578.3132215813943,12442,72,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
269.2936052861889,10349,34,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
341.72528469920826,7750,79,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
152.9521789390506,31668,57,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
549.980006359122,11885,58,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0
593.3579005834926,62805,25,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
423.9346693234352,61377,61,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
511.9560725025748,46969,39,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
806.3950785132682,17316,25,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
289.89825884965387,56210,58,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
972.9214949983073,39935,19,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
192.67545739402416,28702,61,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
772.0641991948798,35011,30,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
669.8174682429919,15582,79,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
110.37288370292498,48063,26,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
128.72188725647356,59207,75,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
531.762724332581,15839,49,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
909.3109856556986,17659,74,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0
760.2455394171363,8219,77,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
360.6998420287953,17038,62,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
924.717149337508,58581,77,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
131.58660626616754,25412,54,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
124.12421067441888,73885,18,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
11.659456879156604,60659,54,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
984.591320479737,71980,79,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
852.1963673888882,15029,23,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0
786.0226757601057,32682,55,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
392.1341724796515,35249,45,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
744.6238360996866,57564,37,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0
104.37158858293807,59507,71,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
648.6492297715027,34603,19,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
169.0683425293834,43968,37,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
850.1253961091812,60972,21,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
902.0141917300448,64388,68,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
583.4356287966922,71123,26,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
583.6691399202442,16775,46,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
87.89977315149874,27215,58,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
864.5688136214957,6015,51,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
783.6038327758425,24265,79,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
834.737218465372,35539,78,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
688.7166134736448,49104,47,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0
871.9117830256095,82702,71,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
355.6413095261054,70043,55,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
895.1900875935482,66097,22,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
368.3407996194156,78636,55,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0
599.8616785190579,19450,47,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
972.5956674140872,62723,44,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
5.183256184329908,25052,75,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
20.952959645450097,83149,46,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
761.9809637630464,61531,23,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0
211.91481661547937,79737,65,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
357.2023622557118,41876,50,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
900.1231002746132,15657,37,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0
942.1161612691068,85380,70,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
508.3895185873775,24946,45,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
344.6137288711279,19575,18,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0
339.63095624664857,3991,32,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
691.193092574272,81443,67,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
852.6862021151111,77869,53,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
487.18227248327815,5631,46,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
662.859762069628,25156,77,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0
264.10025537908115,74500,65,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0
906.5656388535824,22333,47,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
122.14362846577755,10270,29,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
396.5412889697539,14937,46,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0
546.9298846643511,8611,55,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
549.3607220084316,34710,40,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
702.4053466596788,72246,67,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
276.0129252384083,76868,39,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0
175.61192833011282,27265,40,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
136.52580569321736,72843,57,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0
183.442505122848,83408,38,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
604.7001154016574,40429,38,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
443.877000451926,31070,41,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
10.817725017218056,28634,28,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0
368.02333796837337,1223,52,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
833.0607012923423,15007,47,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
484.3130996862136,60334,70,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
579.550674231014,20064,30,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
894.1972778885877,29677,65,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0
438.33949461767935,60523,48,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
950.6433719651932,48747,79,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
102.68069014778334,77097,57,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
