Bedrooms,Bathrooms,SquareFootage,YearBuilt,GarageSpaces,LotSize,NeighborhoodQuality,SalePrice
5,1,872,1949,1,6.143786415412268,3,276226.09364765347
1,1,4135,1905,0,7.175081955653174,2,783560.2863203207
1,2,3041,1958,0,1.1320122780031248,3,522213.51904395333
1,3,4110,1914,2,2.6925492123020516,4,699291.5368393732
1,3,2192,2016,0,9.198886206485673,2,555738.4518347878
4,3,605,1929,2,6.354987676212516,3,266998.8592253359
3,3,2181,1941,3,2.83971717870005,2,426041.57519259775
3,2,4597,2000,0,7.0614578259060625,4,851357.9232646552
1,2,4516,1936,0,6.169375989636052,3,821383.6243992464
3,1,3136,1941,2,5.2649691492205095,4,610170.1635542116
3,1,2637,2000,3,9.773776262386795,4,667927.4956562928
1,1,3916,1934,1,6.992810885371335,4,708333.7680083702
3,1,4945,1986,3,4.066690541845171,3,880974.7852152325
5,2,4030,1905,2,8.100697604730247,1,793712.8579702516
2,3,1786,1967,3,8.903541282751284,3,489788.124085768
2,2,3679,1917,2,1.6895953154098984,4,641318.4672117524
1,1,4154,1972,2,2.4052532895300316,3,690742.7482116192
4,2,2859,2012,1,2.554156586713907,4,566119.4901914417
1,3,944,1928,0,7.066512189172133,1,312324.0941298802
4,3,535,1976,2,6.228875773006192,2,286678.5376159494
2,2,1975,1958,2,6.380419864636588,1,464374.2158933606
1,2,4457,1946,1,9.437346347050259,1,840631.2975171625
5,2,2298,2015,2,7.871159561669407,2,572720.3155224735
3,1,2345,1916,0,1.7154007828619402,3,354862.6467790276
4,2,1908,2008,1,3.8013172830392197,2,448862.8060812978
3,2,2208,1995,0,4.636239638669489,3,472697.0590939414
3,2,3438,2011,0,4.261635093102246,3,633531.9127679052
1,3,1800,1921,1,6.858431787037852,4,434671.10678163724
3,3,1743,1967,2,8.972984480937344,4,518496.10114259954
5,1,4476,1968,0,3.407488903466486,2,760675.6282868455
3,1,3597,1936,0,5.742832796001263,1,656210.9673042934
1,3,509,2004,0,7.999389508179064,2,296516.3320400932
5,3,2925,1948,0,4.454071559030819,3,564872.5473276308
2,3,2160,1912,1,2.0971222197933104,4,398598.11351826496
3,2,3131,1933,1,5.012034170005609,2,601416.2735042012
1,2,1572,2008,3,1.0246139470587705,2,288812.2863036498
2,3,3725,1985,3,9.45264281302163,4,824297.7746353851
2,2,1816,1952,0,1.2108014493522439,4,321257.2436534425
4,2,4645,1986,2,4.665338794880492,4,842906.7477441399
5,1,4183,1950,0,5.533871980340999,3,753945.3483601648
3,3,3773,1902,2,9.860386406729212,4,769447.2298613045
1,3,645,1941,0,2.077207324607177,1,142069.17226404618
4,2,3540,1997,3,1.5870994268174063,2,644439.9382754194
5,3,1962,1931,3,0.582708397094164,4,366341.11397452524
4,1,2084,2008,2,1.977928650258372,4,379536.37554907025
5,1,982,1950,0,2.469093301142842,3,208967.16540694117
5,1,3679,2012,2,6.490518945039377,3,747728.0762304876
3,3,1749,1984,3,2.587214508718304,2,415015.2579151724
5,3,1130,1945,0,0.6949477399285895,1,255268.07766799506
4,3,1161,2007,0,8.352874282273643,2,440113.01261734794
5,3,4003,1920,2,3.9731591595376843,4,721937.7107657795
3,3,3352,1943,1,3.8601185225169723,1,627541.139927323
3,1,2966,1910,2,3.3735507770953026,1,457294.85306686774
4,2,1487,2002,3,9.766046132890999,1,513593.9326123447
2,1,2046,1967,3,2.116096464438174,1,396494.37113628344
2,3,1149,2014,3,9.033261607555733,2,429724.60295459157
5,1,1468,1900,3,7.879631655328936,3,413678.37839962327
1,3,3137,1991,3,1.2265595772434743,3,521208.0846606181
5,3,1600,1962,1,9.873926464258062,4,490951.85452516563
4,1,940,1923,0,3.0779766536206004,3,227695.7640332189
4,3,1269,1998,2,1.4365378067129173,3,321362.0880977477
4,2,1843,1912,2,8.378485224194716,3,465223.3417077751
4,3,4858,2010,3,7.213417569938149,3,996752.4093338808
4,2,4229,1997,2,6.363578655840057,4,839079.0260367988
3,2,4406,1910,3,1.981818205139865,2,716430.8400047433
2,3,2077,1999,1,5.045713104431638,1,469893.5793235504
4,1,4508,1950,1,7.915282255428531,3,850620.2028257822
1,2,3851,1916,0,3.3844274123664824,2,603244.1494768665
1,1,2849,1998,1,3.461053370892894,3,549488.2125654104
1,2,4102,1981,1,0.5298386074571602,3,639696.1613168283
1,3,1741,2003,0,2.1553123156311056,1,329447.22845519934
3,3,1625,1985,2,8.816353438657426,1,454843.36076031456
1,2,3101,2020,3,4.696591670558218,1,556682.6367214362
4,3,1690,1923,3,9.850227742727123,3,528041.9765575172
5,2,4631,1918,2,4.259225653951029,3,844174.7302549258
1,3,4948,1936,0,7.2942713204122915,3,930411.3910231135
3,1,572,2002,2,3.178230907594927,1,197138.635247644
3,3,2414,1984,1,3.956191590838868,4,497674.01863443747
1,1,2972,1907,0,2.311896882113499,2,447344.8598096915
5,3,3546,1927,0,3.7970925007442524,4,645427.90926893
1,1,1207,1904,0,5.69875644399611,3,289519.88764842687
3,3,2304,1916,3,9.921842369302869,3,589873.9661678334
2,1,4213,2000,2,6.809916274181964,4,818100.0953836744
4,2,3064,1935,0,2.3928365668789837,3,523406.5605385696
3,2,2975,2017,0,0.9271336951197358,2,555813.8715579124
1,1,4110,1918,0,1.7003865724878509,3,576389.2594638885
4,3,4755,1963,2,5.84427441209395,2,871622.3838739279
1,1,3323,1990,3,7.76902312375928,4,696823.2255810496
1,3,2235,2016,1,9.433982469357096,4,628194.9181679153
2,2,2085,1997,3,0.6503201339697977,3,382128.8976854267
4,3,566,1910,0,5.466221344837763,2,202665.15675357165
4,2,3561,1953,3,4.973239884120179,3,718631.3653113622
2,3,2928,1944,3,6.732522708769188,1,632442.9152257562
3,3,4653,1946,1,5.815999117420748,1,892025.3276482711
1,3,841,1911,2,7.026871930533566,1,250428.6614920628
5,1,3274,2017,2,6.751784555117308,1,735427.4032526193
1,1,3317,1920,3,1.6116113861504888,3,489570.791303803
1,2,3161,2017,3,8.097320179377835,1,690892.099933685
3,2,1732,1910,2,1.670709469305086,2,324033.75820669986
1,1,4374,2002,2,7.1360409394868025,4,834971.1532447133
2,2,2901,1991,1,4.453380992585764,4,593732.4282512744
2,1,1994,1904,0,5.38158197847768,1,337565.139144323
4,3,4711,1980,3,9.08133113656925,1,980301.8097238609
5,2,1161,1955,2,8.953895401498123,1,446218.9588495611
1,2,4383,1919,3,8.269634903722782,3,837325.0537512581
1,1,4119,1940,3,5.346409614335071,4,704719.7002925338
3,2,2368,1945,2,7.494278196271415,1,568273.2487960947
2,2,2834,1911,1,5.372522027428689,2,519342.68379498133
5,3,3874,1969,3,8.761257783510386,1,828717.0803686357
4,2,1516,1916,1,4.3263704157125495,4,315674.0144921633
2,3,4906,2014,2,9.71723577194133,1,1002777.5876151025
4,1,707,1918,0,9.357066203174337,4,301267.8295728085
3,2,3165,1925,0,7.5452248847919625,1,605926.9963282623
3,3,2993,1947,3,3.154450899672684,2,547447.871075205
1,1,1132,2007,2,1.7507090935359546,1,221452.10997416364
5,2,2602,2007,1,8.619682775885376,2,619818.9393205416
4,1,3459,1951,3,2.070371718310632,2,605176.3900299484
2,2,3583,1995,2,8.615477495474689,1,771790.0898195158
3,1,2431,1969,2,5.162267563767425,2,508492.19653201336
1,1,4219,1954,1,4.36228944617699,3,725229.0861422349
1,3,3062,1999,3,9.080312398927077,1,750681.0408607568
4,1,2179,2001,2,6.23658433413264,1,523173.7766733317
3,2,736,1974,2,5.977833067732319,2,302055.76755187754
5,2,4943,1932,2,5.808276473931778,2,898750.1357342112
3,3,2040,1961,1,4.026110402185548,1,463122.3616102482
4,2,4443,1987,3,7.963609483526709,3,891163.3765757012
4,2,863,1922,3,2.9015852181498434,2,242267.9125527116
3,2,2868,1914,3,9.419502120392114,2,614805.8707032826
4,1,785,1926,3,8.992859447946127,4,333263.04225862556
3,1,648,1974,0,3.7060630939115327,3,168436.75599899722
2,2,4537,1963,0,7.429905813400805,3,873549.0076301139
3,3,2266,2020,3,5.945620347271119,1,579209.318495392
3,1,1512,2014,1,3.707668368992729,3,338787.68269087723
4,3,3331,2013,0,9.890955655956743,1,829708.4863347484
4,2,3007,1980,2,0.7397547855585099,4,524198.13830633333
1,2,2023,1950,0,2.900137290902223,3,325652.27330123127
1,1,3285,1952,2,5.440703580555929,2,588586.1223520517
2,2,3056,1977,3,5.458553533046357,4,593467.5451019808
1,1,4225,1990,0,6.094864211982859,1,774637.3367843135
3,2,2101,1981,1,7.640923634217733,4,485084.3970175433
4,2,2908,1991,0,6.423039389933316,1,606180.4374035101
1,1,840,1950,0,6.202673875016352,4,247417.2817637463
1,1,3317,1946,0,1.0083873976739113,1,508683.8953212733
2,1,2996,2010,3,4.077037733998334,3,584124.6593714223
2,2,2225,1903,1,2.704529527160982,2,389990.6035193213
3,2,2189,1906,0,3.021016060218767,1,382007.818766684
4,3,3767,2008,1,5.7662060062332765,4,726780.3187330073
2,1,4906,1934,3,2.3953004918312804,1,789385.0543180095
1,2,761,1947,2,3.2925164596605265,1,210719.07380109266
4,2,1942,1972,0,2.752304730914731,1,388422.71990305954
4,1,905,1971,1,9.51077796057285,4,373752.7685397196
1,3,2690,2015,1,9.474324455625403,2,638316.9133747709
2,1,4937,1944,3,6.294444806662491,3,911797.298130198
1,3,743,1980,0,9.28296345295305,2,267701.3223722776
4,2,4607,1980,2,7.965220131949545,1,919390.4154620748
5,3,1060,2012,1,6.104504886617184,4,413312.1064103756
5,2,4637,1996,0,0.5611345092195592,2,811715.1530854278
3,1,3225,1995,2,7.838904717754338,1,682732.4401240249
1,1,1093,1971,1,7.173639245090454,3,282267.831010737
1,1,2326,1918,1,6.344909706182933,3,491460.0151822426
3,3,3729,1962,2,7.724030960983481,3,774033.9900495306
3,2,3787,1937,2,5.372760565360275,1,705530.9728254585
3,1,4573,1966,3,7.188791077552721,4,848904.4555291112
4,1,633,1958,0,9.384134823901686,2,274885.5094565773
1,2,3638,1968,0,4.07014765053782,3,654699.5322338652
4,1,4419,1912,3,7.227157431555941,1,848639.9350000854
3,2,572,1946,1,5.019034271104108,1,221719.28546706768
1,2,4994,2009,2,6.906796692232825,2,918134.7893048103
4,2,4725,1960,2,7.747486687766459,3,892574.7631276004
4,2,3478,1930,2,0.9317987541400616,1,545029.7587023039
3,2,4861,2018,1,6.642704217512288,2,914490.4549482964
1,3,2485,1979,2,2.6540412518659733,4,450684.48591859534
3,1,1292,2013,2,6.865309109171885,4,345373.4398011615
1,3,4759,1995,3,4.949136766371228,4,895116.3606362508
5,1,594,1921,1,7.848751047716428,3,236098.4244172044
2,3,1633,1992,0,1.672307744453166,2,353494.2219248317
2,2,737,1985,3,6.4500623407338535,2,305403.0395675137
2,1,3446,1942,3,3.145471924811747,1,606667.9681866949
3,1,3030,1966,0,8.603328955640619,1,685699.3052643146
5,3,2460,1953,3,9.31964330354492,1,608247.8002192853
1,3,1548,1909,1,9.965783789951026,2,460359.9757002404
4,1,3029,1941,2,8.062070323059192,1,639150.3421356481
1,3,3464,1963,1,7.660473669066043,2,771086.2272970594
4,3,1463,1920,0,2.547257209241735,2,295375.2834063544
1,3,1036,1979,0,3.692067060406033,4,249683.63280498024
5,2,4723,1975,3,4.923984146741655,1,898568.0773062648
4,2,4179,1965,1,7.847119953931372,4,828569.6857734115
3,3,4687,1940,1,9.192175718240701,3,910431.9403073173
1,3,4224,1923,0,2.2968214502183537,3,661279.5094059712
1,2,1042,1934,1,9.262491104365978,3,382504.93429700466
4,2,1345,1955,0,7.108434197363551,2,351832.14314977126
3,1,4103,1929,1,6.302321941507867,2,754073.6278396699
3,1,3536,1956,1,2.3984920771784255,2,625274.4450342209
5,2,2994,1993,1,1.0274878116869304,1,571262.1308698044
3,3,4985,1946,0,5.900416535825429,4,888217.0206619726
3,3,3219,1934,3,6.689398991624478,2,666983.3598168454
3,3,2384,1918,1,2.502423768869538,4,429143.63785203145
2,3,4638,2013,0,5.786333955341836,4,834051.2100401898
5,1,4849,1907,0,8.636687326244449,4,921521.6811003919
1,2,3701,1925,1,8.43312648182269,1,724775.1207773241
4,3,3210,2012,1,9.309874215569824,1,792212.1113264435
1,1,2453,2003,3,3.975915190790364,3,466888.1763832717
5,3,4350,1970,0,3.5214709392337276,3,819646.8327501169
4,2,1189,1929,0,7.619547056817682,4,383721.7948934588
5,1,2450,1906,2,4.595567848421547,3,484088.1491386281
3,2,956,1966,0,1.3317123082639157,4,148262.7068944366
4,2,2630,1964,3,3.1866107413697473,1,510918.02339128766
3,1,4476,1935,2,4.476531712549146,1,823577.4123585859
1,1,4744,1924,2,3.278906042024394,1,777104.5151277856
1,1,1679,1936,2,3.655952923999555,2,340804.05112678825
4,1,4785,1900,1,3.290871108656712,4,783838.2576322601
4,1,4065,1914,1,0.8942420882392548,1,631548.7690182069
5,1,1382,1936,0,6.552399657832204,4,314164.3789391564
5,1,899,1912,2,6.174277993357959,3,304704.04029354185
3,3,1108,2003,3,6.707143235547465,3,417334.8948290087
4,2,2138,1907,1,2.326944012319461,1,364467.323109722
1,1,2648,1904,3,3.3087181453186103,4,449402.98486866447
5,3,1882,1959,3,6.386351305976762,1,490183.49418567796
5,3,1903,1972,1,6.196461900369253,3,498383.0703570422
1,3,1319,1900,1,5.3101379388655445,1,292943.66923958354
5,2,3792,1935,1,3.8289258750968753,4,713662.0405815125
3,1,1319,1934,1,9.172844545359554,3,392589.99881030334
4,3,919,1965,2,3.727817301839016,2,221670.76964716287
1,2,4719,1962,2,4.82838198615389,3,841985.6466028938
4,2,3802,2003,2,6.942081394064983,2,811050.4025710693
5,2,2008,1922,2,5.658703593234259,1,432072.5303580617
5,3,1267,1908,0,3.795416775461663,1,314676.5088835976
1,1,2544,1933,2,4.638625509336843,4,517121.5019305921
3,3,2639,1945,1,8.047567769608307,2,604603.0147716221
2,3,3529,1977,3,3.142226977122818,1,687735.2611506936
1,1,2049,1903,2,1.8514247778797466,2,315324.6213016819
2,1,2264,1929,0,3.4750504173828825,1,397651.9011362287
2,1,3145,1994,1,8.570575047135062,3,667545.9687445426
3,2,4216,2001,3,1.3454022911352932,1,723630.0351640169
2,1,4981,1974,3,9.921112697038293,4,977379.2028136889
2,3,2793,1998,2,5.639527539812794,3,560473.506273148
3,1,3208,1971,3,9.856034567687393,4,714048.6879941655
2,3,1400,1902,2,9.420466009816787,3,453354.48158200533
2,2,3584,1913,2,4.80173028500371,2,621542.3542787784
2,3,2509,1959,1,2.385665208750816,4,439409.9723881836
1,3,741,1976,1,2.0664053773688154,1,194508.4168322452
1,1,2885,1944,0,2.779898956764596,2,477627.557719223
1,1,4768,1995,1,7.2462600853631045,1,889561.8196836117
3,3,1171,1933,1,3.0930249499491347,3,273667.0346693667
5,1,663,1944,2,3.743540061240834,3,218617.40533627503
2,2,964,1960,1,4.763398637948841,1,258595.85341825182
2,2,3542,1982,2,9.175710464003835,1,729419.3053975776
3,1,2942,2001,2,2.299237469906038,2,536499.9526903545
2,2,2855,1915,1,0.5477522497931295,1,462319.9699069242
1,1,4778,1965,0,1.0709158985926164,4,747994.6836306608
5,3,3057,1939,0,9.09528024596112,4,650849.5517457402
4,3,1045,1916,3,6.65140641601195,1,352576.2624029661
2,2,4335,2018,3,3.0938858836141643,4,762308.4795258541
1,1,1093,1933,1,2.1833287596063156,1,231420.67532266089
4,1,4304,2005,0,3.295533998052586,2,766667.4245342612
5,2,1959,1915,2,1.5905708088871608,4,391068.5151810084
4,3,3993,2001,3,9.44456264770219,4,887370.4565644152
1,2,3101,1959,2,7.949958656470035,1,647497.7981569638
4,3,2944,1965,3,4.892716180669137,4,657850.4465547139
3,1,3172,1965,1,8.717144748594418,3,699462.2548875138
4,3,4700,1989,0,2.869852940785707,2,834343.5251219028
2,2,516,1912,3,7.312645400485838,2,238161.24735628182
2,1,3691,1955,0,8.633258740630563,4,685635.8066743395
3,2,892,2010,2,3.88930276042109,4,290200.2435802753
1,2,924,1930,1,7.695912231781818,3,291865.6454026435
2,3,1071,1933,0,3.303187318010939,3,261562.64753727568
5,2,4131,1938,1,3.3391427849607926,4,754378.3267375856
2,3,1620,1966,0,1.5170431962647677,4,341663.8913014765
2,1,741,1907,2,4.680551441839288,3,207185.85160914587
1,3,4397,1986,2,7.432263111725511,1,835536.250606305
4,1,4595,1977,1,9.432097652927206,3,865159.1142855907
2,3,2779,2019,2,6.236071423326413,1,600953.9319576086
3,2,1288,1954,3,8.69978760848952,2,451032.96465741715
4,3,1214,1926,0,8.313699168257157,2,431461.2700976292
5,3,3349,2017,2,2.146759003265168,3,648337.661271074
1,1,1275,1992,3,5.115265574669999,1,291531.33013634116
5,2,4526,2002,1,1.610773587491219,3,773405.1323747534
4,3,2747,1952,3,6.980455034835532,3,654604.2462641574
4,2,578,1938,1,9.524046848337722,1,298905.60762857675
4,3,4426,1964,1,1.8023498517481866,3,779175.0957266515
5,3,1355,1916,0,7.471889742624143,2,399401.75238493376
4,2,2648,2004,0,6.506262433244679,4,606575.3301408199
5,3,1531,1929,3,6.044247851576947,4,468985.2320052149
4,2,3771,1952,0,4.206142229539223,3,700017.3814791429
3,3,4076,1912,0,3.873750653661219,1,713047.9199891726
4,1,4682,1920,0,0.9298672956794347,1,773606.6850588117
5,2,3956,1918,3,2.570132728394128,2,706041.457108509
2,3,4006,1952,2,0.6441803817248555,1,640459.920201207
4,3,907,1918,0,6.0234625030291955,1,307205.88230482105
2,1,3211,1956,0,1.505605740840134,2,525448.503370127
3,2,3588,1924,3,8.793684243282303,3,741876.1263088811
1,3,2168,1985,2,5.46985869662307,4,474657.5226208046
3,1,647,1930,0,7.14705413605773,2,232034.59553828192
4,3,4827,1980,1,4.403142372484716,3,871315.6135121504
2,2,4397,1954,3,5.825508185509962,2,809916.168242377
2,3,2450,1922,0,9.45526218118299,3,551035.3285676133
5,3,865,1931,0,1.2859733764248722,2,215123.33473249283
2,3,2174,1961,1,2.9124088332751135,3,435128.20951447275
5,3,4994,1973,1,7.909889105650171,2,994927.8265437401
1,1,3046,1909,3,1.4380034653853255,3,477100.83582179016
4,1,1062,1999,3,1.218780487089053,2,247234.0283411545
5,2,4062,1971,1,3.9346432881633664,4,787043.0107046051
1,1,2989,1953,3,1.3755956054881069,4,492547.0592807072
2,1,1272,1951,1,6.058245200958929,1,351559.0751705655
2,2,2537,1919,0,2.649614882757698,3,407631.89807599614
1,1,3923,1931,1,9.009130650394038,2,771362.0588629153
2,1,3067,2013,1,7.943250768029938,3,639547.4394440984
1,2,2073,1913,2,7.147199457945024,4,441990.1909515671
5,2,4194,1949,1,6.360968260152768,3,798021.7192048666
5,2,3791,1927,1,8.702924438243901,2,771843.5145497835
1,3,1746,2009,2,2.6190895846561904,3,367541.67528107757
5,3,4219,2015,3,8.794534006260163,2,955172.5573724674
5,2,4339,1952,2,8.000176835028498,4,873488.816028511
5,2,859,1923,0,7.607527850683013,4,317626.9417439005
3,2,2876,1978,2,5.831928941711778,4,591109.5797454494
4,3,3509,1921,0,2.8393195292207007,1,639559.8731773667
2,3,3493,1929,3,4.523705201923015,4,666300.5109944333
3,1,1462,1962,2,8.038921218118615,3,403855.2082536288
5,1,4132,1903,2,0.8018956013945822,1,618230.8147122256
1,2,2327,1976,3,7.929482308005704,4,554547.0576201609
5,3,2113,1958,0,2.780672034631882,3,450455.4287560241
4,3,2140,1986,2,1.8709374068552287,3,417447.5521790209
5,3,2716,1907,0,1.5991625227128705,3,469998.3849867784
1,2,4812,1981,2,0.7588751135327436,2,786406.5148071788
4,1,877,1911,1,5.4740716096038025,1,209758.23076403188
5,2,4714,2018,2,2.57346879059043,3,836848.0712265614
4,1,4785,1930,3,9.8996017749065,2,958664.75903879
2,1,869,1977,3,5.9571491807859545,4,314118.4445870093
2,2,2696,1933,0,1.809910058882099,3,501242.69648442115
5,1,4247,1981,2,7.043244137707971,2,887881.2519633366
4,1,1151,2019,0,9.028563881842391,3,410815.51469474804
1,3,1269,1997,0,7.579205206011337,1,372828.4320831779
5,1,2921,1974,1,1.226178679874753,1,535251.6302917672
2,2,1280,2004,1,9.010899721330265,4,408128.17133351386
2,2,2216,1975,3,8.042329165669665,3,525194.201189752
5,1,4483,1948,0,2.0038870510033364,2,733396.0897109392
4,3,1811,1978,3,0.9919659429617602,4,368222.4863548075
2,3,3859,1956,2,5.794450465485931,3,753554.7748863655
4,1,1022,1994,0,1.9823402077297807,4,219386.7636012366
2,1,1021,2012,0,8.428614049655085,2,354350.33242554707
2,2,2820,1992,2,3.9041792383809004,4,592457.421052751
3,1,1435,1925,2,9.172478224997466,4,414753.0823518005
2,3,2730,1917,3,5.874037635339555,4,601899.3099098355
1,1,4540,1995,3,2.2353876502768473,3,791759.1680321856
5,2,4197,1985,2,1.8261892399181008,2,758874.7907158779
5,2,3337,1937,3,5.976488156798662,1,673225.9433875103
4,2,4583,1980,2,7.737894312693217,3,933720.5856875919
2,2,2961,1986,0,7.92430365355073,1,628886.7001050628
1,2,3743,1987,0,3.119695342192172,1,646793.6654681694
4,1,3859,1949,1,2.440344209665591,3,662911.8510474516
3,1,1185,1907,0,0.6591848926776329,3,178799.5110437156
4,1,2660,1940,2,6.952391936411109,2,550541.1457679587
4,1,4488,1905,3,1.2273984551186203,2,680570.4962278007
2,2,4566,1968,1,4.497231416776295,4,830322.9515936628
3,3,2067,1943,3,6.215980558173813,1,508628.16433363524
4,1,538,2020,2,9.40253497673693,2,296235.42472233006
1,3,3044,1963,0,3.462120301079802,4,533172.7222831746
1,1,1756,1928,1,2.872835543241938,2,311833.34659667336
5,1,3490,1927,2,6.714521465717935,3,702854.7381533728
3,3,2696,1910,1,6.3827708045090255,2,521594.0746160032
3,2,3968,2020,1,3.6550429414271832,1,733569.8921649831
5,1,3208,1964,0,9.316967437342973,2,717530.7136282086
4,1,801,2006,2,8.526192111151511,1,345386.0471755482
3,1,1146,1918,3,2.627834185718271,3,248352.42492522526
1,3,2259,1908,1,2.7718541816279703,1,388598.28658144746
1,2,4851,1926,1,5.366853295427266,2,858216.9747010333
2,3,1097,1933,3,7.848934966441843,4,346546.5564821801
3,3,1161,1943,2,0.9183836041904117,3,215965.71610644873
4,2,4830,1967,1,7.086683960479713,2,917956.850811133
5,3,1868,1999,1,6.6582410251299216,3,469526.67119538604
5,2,3081,1981,1,2.699060911173388,3,531503.4385218979
4,1,4368,1914,2,6.972853625792814,2,839250.4549672066
2,2,4037,1950,2,9.431740316894786,2,800079.1942988752
5,1,4808,1912,3,0.944465527231801,4,741248.0209800407
3,3,782,1982,2,3.5366945252745943,3,239239.92108175167
2,3,4178,1948,2,4.662678808330375,3,743037.3103813375
3,1,1986,1969,0,9.042973409784551,2,494206.6816666024
1,3,4582,2011,3,9.641483742786988,1,926792.5065135907
