SquareFeet,NumBedrooms,NumBathrooms,Garage,Age,Location,Price
569.5547743799034,5,3,0,78,Urban,171137.0392022726
4677.433531644764,5,1,0,19,Rural,61253.13665115752
2426.8286674279143,4,3,0,85,Rural,310262.08380270086
4849.946685696513,1,3,0,70,Suburban,425741.4519963892
4836.289896901638,2,2,1,55,Urban,495620.9136005268
4338.54254960312,5,3,1,77,Urban,430982.1985274927
1825.0200143131356,5,3,0,3,Urban,299297.4630445064
2232.9397787086637,5,2,0,8,Urban,323927.41496024205
4330.115021825856,5,2,0,24,Rural,420873.81794202456
1926.1490232032495,4,1,0,46,Suburban,58914.81357242727
1262.7173600874162,1,2,0,98,Suburban,478239.95668750897
3005.6056810625755,5,1,1,48,Urban,289049.56063170417
4712.696483723515,2,3,0,26,Urban,478423.51002046437
3632.1340850373786,2,1,1,27,Urban,394033.1749613741
3065.2752654021424,3,2,1,87,Suburban,118542.95537661562
937.2942219684585,5,3,0,96,Rural,124366.91658783231
3267.532520146264,5,1,1,96,Rural,209140.689205721
4955.242325469185,5,1,0,61,Urban,168794.60987110878
1130.3780685643583,5,1,0,15,Rural,247684.4416838868
2832.483435636815,5,3,0,86,Rural,321756.7418939255
4448.178823675799,2,1,1,45,Suburban,246460.77476903377
3833.45877989392,1,1,1,74,Urban,75389.26311824845
3636.570834478706,1,2,1,45,Rural,489034.22681790596
3661.1783779419916,3,1,0,39,Urban,241304.9603906073
2117.710180488898,2,3,1,82,Urban,432983.7519447742
1821.1632991902202,5,2,1,33,Rural,83279.43151751846
4142.125199653312,1,3,1,86,Suburban,414529.1958725069
4145.510276056313,4,2,0,9,Rural,128032.08697008724
4401.8254336104665,4,2,1,0,Suburban,355732.2243486329
4609.58248650412,4,1,0,65,Rural,347813.0133147906
2801.04079487422,5,3,1,85,Urban,459413.0232200868
2756.823326092398,5,1,1,16,Suburban,194304.50615783237
4092.3283053504883,3,2,1,46,Suburban,99031.89196203914
3424.8376884999434,3,1,0,23,Urban,439054.61731694394
3658.850947659665,3,2,0,49,Rural,199209.8883381652
4081.067012462455,4,2,1,84,Suburban,154640.2050772112
4505.024038179048,5,3,1,28,Rural,268793.87539476313
2020.978205831911,4,3,0,77,Rural,115761.06050530543
2190.123286879748,3,3,0,71,Rural,183633.5088823861
922.9187292839106,5,3,1,93,Urban,223376.2853290939
3102.2606344827827,2,1,1,85,Rural,174764.8820709812
661.7402320853394,1,3,0,86,Urban,252616.77533438694
2595.1910815960705,1,3,1,12,Suburban,223092.80252785614
2941.9008561840947,3,3,0,63,Rural,398565.96399976977
1789.4356345772799,4,2,1,27,Suburban,463283.90461611946
3158.7496725605483,2,2,1,93,Rural,95415.44753653364
637.2511247257224,5,3,1,4,Suburban,420486.144549886
668.0668493714649,4,2,1,73,Urban,469297.043465871
4201.702522968462,3,2,0,8,Suburban,358975.91568590415
2120.8578863506827,4,1,1,13,Suburban,498388.8542768098
1071.7723069334816,3,2,1,9,Rural,200769.34984920142
2850.0946702466194,1,1,1,32,Rural,423639.4737132344
3964.9709889437486,1,2,1,74,Rural,353166.1271046
1471.1946237357943,4,3,1,39,Rural,195542.95423885592
3303.007141185501,2,2,1,5,Urban,367104.4175796553
884.063592471956,5,2,0,16,Suburban,279329.82757590106
732.5677452587347,3,1,1,35,Suburban,135038.25085870514
2891.095842056666,5,3,0,69,Urban,128245.85708425823
2932.858047245479,1,1,0,60,Suburban,371029.4810446316
3368.4345567419296,2,3,0,73,Rural,370368.7080425301
3767.411001751977,2,3,0,48,Rural,288848.19243264507
4891.334357581406,5,1,1,68,Rural,275637.0502749862
2823.351567355379,1,2,1,82,Suburban,131017.30055998784
1953.3041282356069,5,3,1,70,Urban,243178.7553519372
4078.3378764591666,4,2,0,23,Urban,442128.88446399546
1718.745130679334,2,1,1,50,Suburban,434627.2877428179
2475.3713931753628,2,1,0,41,Urban,347413.50581364444
853.0537160401968,4,1,0,18,Urban,498810.50508637994
614.0783453695587,1,1,1,61,Rural,451930.25601032923
4831.917866050663,2,3,0,74,Suburban,115353.69060564591
4261.910542304926,3,1,0,66,Urban,229611.3813921663
3631.8839274216407,3,2,0,29,Suburban,109371.86814167346
2340.288249864215,1,2,0,37,Rural,259740.3273931414
1279.824440318806,4,3,1,5,Rural,399372.2711351744
1203.9666920198872,5,1,0,98,Urban,120104.91946794177
1626.093041740679,1,3,0,21,Suburban,446189.9145889565
2971.519991177542,5,3,0,10,Suburban,306075.8981932278
3715.6816521502806,1,3,1,71,Rural,387025.0046587603
3470.8881952297907,3,1,1,90,Rural,70320.11544842015
1759.7025362567429,4,2,0,28,Rural,92227.16900789228
4796.893762984373,3,2,1,7,Urban,329387.53387894714
3820.536125130958,4,3,1,86,Suburban,427186.3608179544
2994.593236301303,5,3,1,92,Urban,443239.28803634783
3252.7433580545853,1,2,1,79,Suburban,359766.19637018675
2388.2002809250544,2,2,0,34,Rural,140422.42406630458
1614.7894527552087,2,1,0,71,Urban,137759.77159731352
2101.877053930677,4,3,1,71,Urban,446613.2363107192
3910.307497089661,4,1,1,44,Urban,100955.92348277394
564.7706988339014,3,2,1,32,Rural,358731.88884881436
1022.3268822811231,2,2,1,4,Urban,290078.07756653544
707.0118890978874,3,2,1,61,Urban,239639.0432616885
683.2796104353656,5,2,1,36,Rural,248150.554773735
4349.572628049533,2,1,1,16,Suburban,475343.3132308358
3666.4603672101066,5,2,0,21,Urban,437649.43995364825
2633.7822308929635,1,3,0,77,Rural,439242.7387467857
940.2537229295067,3,2,1,31,Urban,232978.23866463
2712.2714380257457,4,3,1,13,Urban,98141.5439317883
2630.6229685125454,2,2,0,19,Suburban,499027.7449029383
1279.4084145950683,3,1,0,21,Rural,115404.38926496668
2452.332421570879,4,3,1,29,Suburban,282012.04864789604
2293.2713047881807,1,1,0,53,Suburban,169078.63486927643
3271.3254412349743,2,2,0,32,Rural,279834.28774245875
3357.921428904397,5,1,1,4,Suburban,187219.93734619164
703.8680439742003,1,2,0,17,Urban,453598.98827943177
2185.7567658191206,4,1,1,62,Rural,485753.71806898684
3316.369620714064,2,1,0,45,Rural,234528.92718704737
2764.1131636103946,2,3,1,6,Urban,81585.33825990223
4354.20428534745,1,2,0,28,Urban,348501.24470546684
3464.1213422852525,2,1,0,56,Urban,219481.5038218107
1233.2049218664336,4,2,1,46,Suburban,493685.8951803922
817.5593633019344,1,3,0,8,Suburban,90218.65004821419
3390.8867519284204,5,1,0,58,Suburban,103606.89831282324
619.3008974372982,1,2,1,70,Suburban,364740.4013839462
3135.990115730585,1,1,0,70,Suburban,391392.32105919183
4731.0360864123095,5,1,0,42,Suburban,261993.38193075353
3089.633800441455,4,1,1,58,Rural,174769.07109806122
2246.7646679293484,3,1,1,5,Rural,189414.52210870353
3394.796982990589,3,3,1,52,Rural,202087.83488957188
2562.138007211825,5,3,1,63,Rural,151376.89578861784
2955.275551921707,4,2,1,90,Rural,432789.14666630724
4736.591639494363,2,2,1,3,Rural,79284.74339965888
2237.461870103484,5,1,1,0,Suburban,233275.02083524156
4825.357537207614,3,1,1,69,Rural,386421.4151784466
4574.077888802287,4,1,0,30,Urban,51721.46350102699
1381.060106551834,1,3,0,64,Rural,445114.6325514178
812.1258539382445,4,1,1,68,Urban,367831.94557071396
953.5010061984199,4,2,0,18,Urban,83018.2805753306
581.9982154319738,3,1,1,68,Rural,452748.4650474971
924.9933234016778,3,3,0,68,Suburban,269287.2466838681
3573.5304803736058,2,1,0,48,Suburban,343507.70025064016
820.3489180710304,2,3,1,30,Urban,446915.01853347884
1935.3903363219258,5,3,0,59,Suburban,446523.0551102594
4301.938899362545,1,3,0,70,Urban,233934.85332837573
604.7237108112164,2,3,0,78,Suburban,156960.26826122036
4165.10817165021,3,2,1,54,Suburban,165839.69495577953
1768.3464864802997,4,3,0,76,Suburban,394673.71387267753
1031.7417242974532,5,2,0,75,Suburban,468243.66245186323
3635.317244138678,2,2,1,82,Rural,82503.80299114248
3330.2428105094777,4,1,0,76,Rural,56758.87763330618
4448.624060871738,4,1,0,90,Rural,420320.7776627333
3807.819697117486,2,3,0,37,Urban,223971.17146432627
4115.6641867318185,1,1,0,32,Rural,174402.16023117246
1769.1555765708792,1,3,1,5,Rural,134768.23142712883
1298.4779470087528,5,1,1,12,Rural,205916.27442271006
3877.7663823838625,1,3,1,76,Suburban,487160.64017510356
4130.756326702688,5,1,0,76,Suburban,489685.8985446636
4957.273139003029,3,1,1,19,Suburban,199181.086950517
2356.7795461014193,2,2,0,99,Suburban,483660.5532301018
2174.0813860675244,4,1,0,36,Suburban,184938.55238282765
3993.858323338986,5,1,1,44,Rural,434516.4928701826
2033.6159311385802,1,3,1,72,Rural,145401.8941196418
4688.407965216042,5,2,1,80,Suburban,421919.4147673959
4362.857383293553,5,3,0,98,Suburban,209178.6789007325
2430.4731231875826,1,1,0,58,Rural,138075.58397432807
3878.9198050617383,1,3,0,51,Rural,470650.9583406339
3895.4429333810704,2,2,0,17,Suburban,146382.94959290145
964.0574097616968,4,3,1,24,Urban,496325.8515916588
4561.48808005805,2,1,1,78,Suburban,98858.2515748204
2773.635676015357,2,3,0,86,Rural,54509.35252559328
4219.058597484837,1,1,0,0,Urban,441857.09573468735
1940.2232046377528,1,2,1,40,Suburban,313971.9837388165
4529.854528232902,4,2,1,17,Rural,239731.83593376423
2251.4075543037343,5,3,0,0,Rural,86883.76648944238
548.7694316613427,2,2,1,38,Rural,308701.63894176227
4574.218893886687,4,3,0,73,Suburban,227176.51335615478
910.790045537601,2,1,0,30,Suburban,267629.86084490723
1936.9113691568668,5,3,0,70,Urban,333676.33763099374
4775.278851728622,2,1,0,37,Rural,337970.1225337534
4777.732161219003,3,2,1,7,Rural,482269.65860886767
3080.4704965547876,4,1,1,33,Urban,344774.03604770516
3343.267454764097,1,1,0,72,Suburban,202731.8630820039
2518.004848902439,2,1,0,88,Rural,198334.77249428528
1819.4484726412904,4,1,0,26,Urban,264722.4288084436
1978.9904541646217,4,1,0,40,Rural,166697.46494068237
3526.333052346673,2,3,0,6,Suburban,219397.54015683001
3885.68538246956,1,1,1,31,Suburban,428950.7473684252
4062.1056967663185,1,1,0,72,Urban,436892.7212902387
4053.2816425754927,2,1,1,80,Urban,332506.6151901531
910.4274637191066,4,1,0,98,Rural,312278.4238973375
2724.8913711616165,1,1,0,15,Suburban,242194.92428008813
759.0144200748992,2,1,0,1,Suburban,336154.51200598094
2972.87997045681,2,2,0,42,Urban,412724.0055791705
2486.8872561801963,2,3,1,30,Urban,382031.1760590411
4494.668822412349,4,1,1,79,Rural,65956.78205495866
2079.1175564843543,1,3,1,46,Suburban,379008.4993725351
1026.8015739242264,4,2,0,32,Rural,373976.45022875076
1143.4625692377613,3,2,1,84,Rural,94545.74150991617
3926.7978427286253,1,1,0,16,Urban,117611.31406510677
3281.981284923175,4,3,0,98,Suburban,404558.83003114717
955.052042552556,1,1,1,53,Urban,301545.3102109708
878.4806275174885,3,2,0,53,Rural,419733.04576354806
3654.36109156604,5,2,0,50,Rural,133134.86070769263
827.4335286388709,2,3,1,51,Suburban,63776.64411785158
4198.3702668066035,4,1,1,6,Suburban,122873.7896020304
3678.090022204233,3,3,0,53,Suburban,253656.52037735863
866.069512888549,3,3,1,92,Suburban,285481.7400244557
881.7697133833636,1,2,1,10,Urban,435965.5049237
4939.87810325529,1,3,1,61,Urban,372290.23843342863
2184.2185809025414,2,2,0,29,Urban,495675.78823808586
2167.8896618010094,1,1,0,81,Urban,85423.81611891375
4157.598052658761,4,3,1,56,Rural,108599.4826429646
4762.618598227365,4,3,0,45,Urban,87960.01721925635
4937.004787202919,4,1,0,79,Urban,292306.120960162
3890.2018336652372,5,3,1,69,Suburban,170087.3468628467
2193.1681348891207,4,1,1,65,Rural,357634.8230436971
875.7532251440094,1,2,1,54,Urban,109710.8998054949
3997.1611216734655,1,2,0,57,Rural,96436.12980295683
3012.8191238111226,4,3,0,9,Rural,257074.46149682652
2408.9990416113933,3,2,0,3,Rural,219154.25896849573
4578.594732926312,3,2,0,73,Rural,423124.2121977946
1000.388670377681,3,1,1,72,Suburban,426899.3337693494
2716.8129693088663,2,2,1,61,Suburban,102842.90054306382
551.0914014533859,5,2,1,42,Rural,415545.25092892046
2608.9728889735684,4,2,1,41,Rural,303874.2420703795
753.3647405682681,2,1,1,23,Rural,276601.223244515
1034.6806232063236,3,3,0,4,Suburban,92643.51931007663
1028.868110496972,4,1,1,98,Suburban,382833.84604756266
3421.446359522286,2,3,0,67,Rural,76835.20207882821
3857.201956694405,1,3,0,98,Rural,174961.29634231998
3125.1594429372185,3,2,1,76,Rural,92944.1906438104
4829.776468135438,2,2,0,95,Rural,288845.4244284156
2186.9176078566684,1,1,0,44,Suburban,340353.52641931653
1785.7043882683734,3,1,1,58,Urban,450884.81591619115
4408.696076852571,5,1,0,64,Urban,380242.3644483186
1506.1812733375368,3,2,1,62,Suburban,482496.97951119504
4834.501427482751,5,3,1,74,Suburban,392427.4247980003
554.6951361041736,5,1,0,89,Urban,184132.89648160327
4864.454720184375,5,3,0,66,Urban,296413.16475342447
694.2196037775925,4,2,1,48,Urban,256072.83769400712
4510.14401164132,4,2,0,76,Rural,304685.925636805
2874.6549908883494,5,2,1,31,Urban,307440.20273557655
4968.341582536851,1,2,1,49,Urban,365945.4884610618
832.0845413092949,5,3,1,86,Rural,87369.71659050394
2992.3442798059436,2,3,1,57,Rural,386035.30799678806
4861.861410285946,5,1,1,51,Suburban,114684.62595496576
2853.9402987656695,4,3,1,22,Rural,61793.287214006996
3332.2938716086815,4,3,0,29,Urban,283507.49388265796
3630.869100430777,2,3,1,69,Rural,311664.6322979885
2545.43479145498,2,1,0,70,Suburban,65682.98155266301
3324.0113603782856,3,3,0,29,Urban,281917.00165101036
3129.414403653951,1,3,0,36,Suburban,290556.5937644623
