TransactionAmount,TransactionTime,MerchantType,CardType,CustomerAge,TransactionLocation,Fraud
877.4956988560275,5639,Utilities,Debit,55,Rural,0
741.0278491364502,11055,Food,Debit,34,Suburban,0
697.3187252542727,59220,Entertainment,Debit,61,Suburban,0
702.7815999031221,29427,Retail,Credit,79,Rural,0
360.13166006853544,82516,Retail,Debit,22,Urban,0
294.2982524202289,64666,Entertainment,Credit,19,Urban,0
809.5517943230351,64274,Utilities,Credit,58,Suburban,0
810.3032812845016,10866,Retail,Debit,51,Rural,0
867.2052462615236,3889,Food,Debit,71,Suburban,1
913.3273120039148,48226,Utilities,Credit,37,Suburban,0
511.83105646207684,31335,Health,Debit,63,Urban,0
502.0147783925124,50547,Entertainment,Debit,71,Suburban,0
798.4968837878084,26162,Utilities,Credit,64,Suburban,0
650.3139668469873,24687,Health,Credit,19,Rural,0
702.2649103804456,10995,Food,Debit,45,Rural,0
795.996876766665,56488,Entertainment,Credit,35,Suburban,0
890.1153364757487,2631,Retail,Credit,61,Suburban,0
338.65716169468425,34954,Retail,Credit,56,Rural,0
376.2073696873041,5967,Health,Credit,65,Urban,0
94.88795790102813,64471,Utilities,Credit,68,Rural,0
578.7018608551778,37116,Food,Credit,52,Rural,0
36.906331522945344,34227,Health,Credit,32,Rural,0
466.1324201143277,1942,Food,Credit,64,Rural,0
543.1019900728691,47664,Food,Credit,56,Rural,0
287.25471087615614,28069,Food,Credit,57,Urban,0
591.2424273084417,14407,Entertainment,Debit,56,Rural,0
31.46974968911038,59201,Health,Debit,20,Rural,0
38.3108405604652,80093,Entertainment,Debit,36,Urban,0
822.7779600989986,54348,Utilities,Credit,40,Suburban,0
360.8304507698516,81981,Utilities,Credit,36,Urban,0
127.9334521392329,17878,Retail,Credit,78,Rural,0
522.7210167947495,83100,Retail,Credit,35,Suburban,0
770.2235595455122,78629,Retail,Credit,47,Urban,0
216.60520646934634,55420,Utilities,Debit,56,Suburban,0
623.2675853431813,43168,Food,Credit,36,Urban,0
86.26211752877423,54862,Food,Debit,22,Urban,0
52.63003944743909,82025,Health,Debit,72,Suburban,1
531.8232769365799,28004,Utilities,Debit,30,Suburban,0
541.0944864884964,20471,Retail,Credit,51,Suburban,0
637.7924715967083,60167,Utilities,Debit,41,Suburban,0
726.3652423889389,83828,Food,Credit,35,Rural,0
975.8762273830721,65308,Food,Credit,21,Urban,0
516.7840479528941,83969,Entertainment,Debit,53,Rural,0
323.6335164683047,14568,Entertainment,Debit,25,Urban,0
795.391008573935,9466,Health,Debit,60,Rural,0
271.56141901081213,57324,Utilities,Credit,18,Rural,0
439.53244928493046,15467,Entertainment,Credit,77,Urban,0
79.37792496092369,75955,Entertainment,Debit,58,Rural,0
26.325392672042053,52948,Utilities,Credit,55,Suburban,0
962.6857662632472,16676,Food,Credit,53,Suburban,0
836.1441403916937,31514,Health,Credit,55,Rural,0
696.2782318876043,22650,Health,Debit,30,Rural,0
409.5439914698556,77701,Health,Debit,78,Urban,0
174.12102575077492,10683,Entertainment,Debit,39,Urban,0
157.28060562841495,59819,Food,Credit,46,Rural,0
250.99265526643075,80978,Health,Debit,79,Urban,0
549.6774380414143,4860,Utilities,Credit,26,Suburban,0
714.8813267773622,3729,Health,Credit,44,Suburban,0
660.5371793410135,31351,Retail,Credit,63,Suburban,0
280.6539630489969,62744,Food,Credit,61,Urban,0
954.9104153825309,24346,Retail,Debit,21,Urban,0
738.1590197790728,74155,Food,Debit,57,Urban,0
554.7996984588893,76700,Utilities,Credit,34,Urban,0
612.1090254881179,6955,Entertainment,Debit,71,Rural,0
420.18046236536213,65642,Entertainment,Debit,54,Rural,0
248.48325851165632,70290,Food,Debit,20,Rural,0
356.6167059726103,44293,Health,Debit,21,Rural,0
758.0882643539047,61336,Retail,Debit,57,Suburban,0
15.379095141126113,21662,Utilities,Debit,33,Urban,0
116.95656786640932,6408,Health,Debit,28,Suburban,0
46.956639379730994,40403,Entertainment,Debit,44,Urban,0
41.688073516651166,1225,Health,Debit,43,Rural,0
855.6051234269962,12196,Retail,Debit,76,Suburban,0
703.9542015206437,69786,Entertainment,Debit,79,Urban,0
474.6996552582379,15372,Food,Credit,48,Rural,0
98.73632649035048,17279,Utilities,Credit,51,Urban,1
492.12425924171555,54240,Utilities,Debit,25,Urban,0
473.9982990097851,38187,Entertainment,Debit,56,Rural,0
174.02866804010517,48481,Food,Debit,18,Suburban,0
434.4177975887351,28475,Retail,Debit,78,Urban,0
399.1062296629761,44552,Utilities,Credit,19,Rural,1
616.2342479541643,67969,Entertainment,Credit,72,Urban,0
635.4585572167762,76534,Utilities,Debit,44,Urban,0
46.25870576227247,6858,Food,Credit,62,Urban,0
375.23800201184474,74486,Retail,Debit,60,Suburban,0
626.2340557985221,74474,Food,Credit,20,Suburban,0
503.63312232150764,25168,Health,Debit,51,Suburban,0
856.633351347134,32099,Food,Credit,33,Suburban,0
659.0349379873261,71180,Food,Credit,18,Rural,0
163.77149265434826,61455,Utilities,Credit,24,Suburban,0
71.49817865302941,54240,Food,Debit,52,Urban,0
642.7768589281093,74796,Entertainment,Credit,39,Rural,0
27.484799231080192,54592,Utilities,Debit,65,Urban,0
586.1898056921898,47458,Utilities,Credit,49,Suburban,0
940.2900111835327,58046,Health,Credit,43,Urban,0
575.898703698003,16488,Entertainment,Debit,73,Urban,0
388.7817562803154,58841,Food,Debit,23,Urban,0
643.6449302239108,395,Health,Debit,63,Urban,0
458.7946376010251,52669,Entertainment,Credit,72,Suburban,0
546.071172526619,10845,Health,Debit,28,Urban,1
941.5233439677486,36059,Retail,Debit,48,Urban,0
386.71653516297346,18394,Food,Debit,71,Urban,0
961.2293732600903,45906,Health,Credit,72,Urban,0
905.4452913141076,59332,Retail,Debit,38,Suburban,0
196.59534365450713,37305,Food,Debit,74,Urban,0
70.2919395742903,42628,Health,Credit,68,Rural,0
101.67722337604923,21352,Health,Debit,39,Rural,0
19.203603825898178,82971,Health,Credit,74,Urban,0
95.34851779517247,51993,Health,Debit,18,Urban,0
683.3237666429405,39386,Utilities,Debit,38,Suburban,0
72.11745981176875,56624,Health,Debit,62,Rural,0
319.6566546634675,57065,Utilities,Debit,37,Suburban,0
845.0304356584851,85504,Utilities,Credit,26,Urban,0
24.24866380009004,8539,Retail,Credit,44,Rural,0
814.6540141063468,1263,Food,Credit,46,Rural,0
282.5729199986265,13305,Utilities,Credit,60,Suburban,0
119.0466627940346,53817,Entertainment,Credit,50,Urban,0
697.0404281987865,24398,Utilities,Credit,62,Rural,0
629.3139039331041,75801,Entertainment,Debit,69,Suburban,0
877.5945415135259,49107,Retail,Debit,18,Rural,0
735.3359727600819,32152,Entertainment,Debit,20,Urban,1
803.6774494544637,30624,Retail,Credit,49,Urban,1
282.7525379987352,56132,Retail,Debit,37,Urban,0
178.2621042359431,52979,Retail,Credit,34,Suburban,0
750.8641368892174,58013,Entertainment,Credit,54,Urban,0
807.0279045279967,63797,Entertainment,Debit,55,Suburban,0
990.5146368586726,51798,Retail,Debit,66,Rural,0
413.20505923451503,16650,Retail,Credit,27,Urban,0
372.6460677069904,26014,Food,Credit,60,Suburban,0
776.6365477812549,76421,Retail,Credit,62,Suburban,0
341.4627367127648,7434,Health,Debit,46,Suburban,0
930.8265682779612,30028,Food,Credit,59,Urban,0
858.5543390911688,66558,Food,Credit,63,Suburban,0
429.56503334764335,24331,Food,Debit,77,Urban,0
751.1201967237058,67573,Health,Credit,49,Urban,0
754.7883312105977,74292,Food,Debit,30,Rural,0
104.02074496709668,46326,Food,Credit,48,Rural,0
902.6503537728871,82979,Entertainment,Debit,77,Urban,0
505.74712007540927,4123,Entertainment,Credit,21,Rural,0
826.6310086416339,16603,Retail,Debit,69,Suburban,0
320.72955142958114,65941,Retail,Credit,79,Urban,0
895.6277052677043,42597,Utilities,Credit,66,Rural,0
389.81247705542893,63238,Health,Debit,35,Suburban,0
11.826813828818063,84238,Entertainment,Debit,28,Urban,0
905.4765944428444,42719,Retail,Credit,59,Suburban,0
92.19539010934743,41751,Health,Credit,70,Urban,0
319.99432395282446,17693,Food,Credit,35,Rural,0
950.1119050837541,37697,Health,Credit,68,Suburban,0
950.6565397906186,29992,Entertainment,Credit,58,Rural,0
573.8644502351628,63825,Utilities,Credit,54,Suburban,0
632.2053749576295,9522,Entertainment,Credit,50,Suburban,0
448.99707645634146,45406,Retail,Debit,54,Suburban,0
293.9175609263665,12121,Retail,Credit,20,Suburban,0
329.33588082454605,14219,Health,Debit,18,Rural,0
672.8459376209614,1617,Entertainment,Credit,36,Suburban,0
752.6221549082424,43016,Retail,Credit,76,Rural,0
791.7874646821227,50672,Food,Debit,23,Suburban,0
789.8285246517594,24276,Food,Credit,27,Urban,0
92.11489694564168,72240,Utilities,Debit,54,Urban,0
494.92588439787886,55735,Health,Credit,29,Suburban,0
58.50120125662764,17959,Retail,Credit,61,Urban,0
549.9793534414118,28522,Utilities,Credit,34,Suburban,0
442.08897087200364,56087,Food,Credit,44,Rural,0
887.8164785755415,9953,Utilities,Debit,19,Urban,0
351.5640975395266,26567,Utilities,Debit,70,Suburban,0
117.94994941117825,60523,Retail,Debit,42,Suburban,0
143.84869037078303,62708,Retail,Credit,76,Rural,0
761.7491210857547,22560,Retail,Debit,63,Rural,0
618.5998452529448,58390,Health,Credit,61,Suburban,0
102.02155344666745,68149,Utilities,Debit,45,Suburban,0
85.02269930888244,36660,Utilities,Credit,62,Suburban,1
701.2681623276609,45104,Health,Debit,54,Suburban,0
73.69024335782933,57805,Food,Debit,54,Suburban,0
822.0381992310658,24496,Entertainment,Debit,34,Suburban,0
706.5359849293397,83301,Food,Debit,22,Rural,0
82.26743186125786,3515,Health,Credit,73,Urban,0
85.75287637110672,4454,Utilities,Debit,74,Suburban,0
986.6529389226743,22873,Utilities,Debit,75,Suburban,0
374.8965249603642,73920,Retail,Debit,36,Rural,0
371.271504919824,13727,Retail,Debit,21,Urban,0
812.9867676902451,69070,Utilities,Credit,56,Rural,0
947.3013288064749,49979,Utilities,Credit,72,Rural,0
986.0150627590481,25465,Retail,Credit,66,Suburban,0
753.6248070736826,53900,Retail,Debit,60,Suburban,0
376.88332594538485,59799,Food,Debit,55,Rural,0
84.4172159819701,21330,Utilities,Credit,62,Suburban,0
777.3697690115093,8302,Utilities,Credit,61,Suburban,0
558.8458454860693,78443,Health,Credit,47,Suburban,0
424.7977872377293,72717,Food,Credit,49,Urban,0
906.4480307096412,12875,Entertainment,Credit,74,Urban,0
112.08628482384519,27219,Entertainment,Debit,54,Suburban,0
493.1324791865683,36182,Entertainment,Debit,73,Rural,0
12.34229112265165,80541,Retail,Credit,44,Urban,0
469.19198135213213,42269,Entertainment,Debit,49,Rural,1
57.246972406155514,79781,Health,Debit,59,Suburban,0
119.69909835180385,6457,Retail,Credit,28,Rural,0
118.40872053032777,6749,Retail,Credit,58,Rural,0
649.5610918139475,33064,Entertainment,Credit,75,Urban,0
746.2988343861579,9821,Retail,Credit,75,Rural,1
583.7853963320624,78655,Food,Debit,30,Rural,0
962.2103759260674,7664,Food,Debit,52,Urban,0
375.49570894418036,29281,Entertainment,Debit,34,Suburban,0
286.4263741955789,31821,Health,Debit,47,Rural,0
868.7305290612708,24647,Retail,Credit,79,Suburban,0
224.3722426809332,69918,Utilities,Debit,35,Suburban,0
963.2593169011707,81985,Entertainment,Credit,54,Suburban,0
13.142320215126524,82799,Retail,Debit,65,Urban,0
969.9089478809314,74944,Entertainment,Debit,47,Suburban,0
44.116752038625535,27603,Entertainment,Credit,43,Rural,0
891.251970584373,46458,Health,Credit,72,Suburban,0
528.1734079772135,70605,Utilities,Credit,33,Suburban,0
992.971831323181,19623,Retail,Debit,28,Suburban,0
74.72276817066346,44440,Entertainment,Credit,71,Rural,0
554.3004301169194,82427,Entertainment,Debit,21,Suburban,0
969.3332330834799,7704,Retail,Debit,58,Suburban,0
523.5747463259787,27460,Entertainment,Credit,32,Suburban,0
629.7692394971273,83045,Entertainment,Debit,29,Urban,0
696.0529402956325,82805,Entertainment,Credit,44,Rural,0
455.08652370300547,73511,Food,Credit,65,Urban,0
627.9305220039794,6565,Food,Debit,21,Rural,0
584.7299976111772,4870,Utilities,Debit,52,Suburban,0
901.256852480498,18909,Health,Debit,76,Rural,0
46.400933961116415,9117,Retail,Credit,38,Rural,0
281.6822264026381,67474,Health,Credit,53,Rural,0
950.4610725924822,44322,Health,Credit,19,Rural,0
890.3735201070255,20128,Food,Debit,68,Urban,0
456.20109603292724,69001,Utilities,Credit,56,Rural,0
620.5124652037352,440,Health,Debit,45,Urban,0
278.10380179815155,60955,Health,Credit,51,Urban,0
188.93303856403756,49613,Entertainment,Credit,50,Suburban,0
464.23470653504216,70949,Retail,Debit,67,Rural,0
353.99887579802675,11663,Utilities,Debit,77,Suburban,0
584.0724557390212,19547,Retail,Debit,25,Rural,0
78.65690232801985,81662,Food,Credit,25,Urban,0
974.4204128585003,5,Health,Debit,77,Urban,0
986.2245337351233,7038,Health,Debit,59,Urban,0
698.4635523057254,6414,Retail,Debit,67,Rural,0
536.5602699777762,69506,Food,Debit,39,Rural,0
310.2180886700414,76586,Entertainment,Credit,44,Rural,0
813.9812246872417,2606,Entertainment,Credit,45,Rural,0
685.0464413813254,16482,Health,Debit,28,Rural,0
163.4543224055464,71873,Health,Debit,44,Suburban,0
911.0162573093486,33948,Utilities,Credit,72,Rural,0
